title,url,category,source,text_to_cluster,cluster
Bard Santner gears up for Seeff Zimbabwe Diaspora Property Showcase in Texas,https://www.theindependent.co.zw/local-news/article/200040908/bard-santner-gears-up-for-seeff-zimbabwe-diaspora-property-showcase-in-texas,Politics,Independent,bard santner gear seeff zimbabw diaspora properti showcas texa us event part strategi provid platform channel zimbabwean us investor seek come countri region,0
Mutapa makes US$56m move for CSC revival,https://www.theindependent.co.zw/local-news/article/200040895/mutapa-makes-us56m-move-for-csc-revival,Politics,Independent,mutapa make us56m move csc reviv said mif fund would deploy settl debt upgrad infrastructur restock cattl ranch reviv oper,1
Insurance regulator in firing line over billions...medical insurers condemn Ipec in pushback over new Bill,https://www.theindependent.co.zw/local-news/article/200040894/insurance-regulator-in-firing-line-over-billionsmedical-insurers-condemn-ipec-in-pushback-over-new-bill,Politics,Independent,insur regul fire line billionsmed insur condemn ipec pushback new bill blast ipec watch pension fund insur firm slip perpetu turmoil,3
Investors shun Zim’s US$ indexed stock exchange,https://www.theindependent.co.zw/local-news/article/200040893/investors-shun-zims-us-indexed-stock-exchange,Politics,Independent,investor shun zim us index stock exchang zse chief execut offic justin bgoni said victoria fall intern financi centr vfifc could help address limit current capit market,3
Contractors amenable to land deals with govt to settle debts,https://www.theindependent.co.zw/local-news/article/200040892/contractors-amenable-to-land-deals-with-govt-to-settle-debts,Politics,Independent,contractor amen land deal govt settl debt 2023 independ report govern project threat contractor contempl pull due unpaid due,1
Economists differ in opinion as fragile economy disentangles,https://www.theindependent.co.zw/local-news/article/200040890/economists-differ-in-opinion-as-fragile-economy-disentangles,Politics,Independent,economist differ opinion fragil economi disentangl govern face enorm challeng reviv economi prevent total collaps,3
Zim targets informal workers in new safety scheme,https://www.theindependent.co.zw/local-news/article/200040891/zim-targets-informal-workers-in-new-safety-scheme,Politics,Independent,zim target inform worker new safeti scheme govern provid grain household need alloc 10kg per person per month,1
Medical insurers scour Africa as regulatory move sends tremors,https://www.theindependent.co.zw/local-news/article/200040889/medical-insurers-scour-africa-as-regulatory-move-sends-tremors,Politics,Independent,medic insur scour africa regulatori move send tremor south africa regul medic scheme council medic scheme cm specialis statutori bodi report depart health,0
Belarus eyes tractor and bus assembly deal in boost to Zim ties,https://www.theindependent.co.zw/local-news/article/200040884/belarus-eyes-tractor-and-bus-assembly-deal-in-boost-to-zim-ties,Politics,Independent,belaru eye tractor bu assembl deal boost zim tie mr karankevich describ meet major step forward strengthen bilater relat expand practic cooper,1
Stockbroking firms in eye of storm as Zim taps harder on the tax front,https://www.theindependent.co.zw/local-news/article/200040877/stockbroking-firms-in-eye-of-storm-as-zim-taps-harder-on-the-tax-front,Politics,Independent,stockbrok firm eye storm zim tap harder tax front commiss account 80 revenu volumedepend advisori sponsor broker fee grow institut demand,1
Zim diaspora could provide a path towards national renewal,https://www.theindependent.co.zw/local-news/article/200040647/zim-diaspora-could-provide-a-path-towards-national-renewal,Politics,Independent,zim diaspora could provid path toward nation renew substanti portion gross domest product gdp,1
Govt reviews cost of doing business  for IPPs,https://www.theindependent.co.zw/local-news/article/200040645/govt-reviews-cost-of-doing-business-for-ipps,Politics,Independent,govt review cost busi ipp oversubscrib confer organis standard collabor energi power develop ministri,0
Collaborate to beneficiate lithium: Mines ministry,https://www.theindependent.co.zw/local-news/article/200040643/collaborate-to-beneficiate-lithium-mines-ministry,Politics,Independent,collabor benefici lithium mine ministri mukodzani urg compani submit benefici plan part licens process,1
Tender system overhaul meant to disarm corrupt looters: Praz CEO...more firewalls lined up to flash out shady deals,https://www.theindependent.co.zw/local-news/article/200040644/tender-system-overhaul-meant-to-disarm-corrupt-looters-praz-ceomore-firewalls-lined-up-to-flash-out-shady-deals,Politics,Independent,tender system overhaul meant disarm corrupt looter praz ceomor firewal line flash shadi deal continu encourag busi regist foster competit environ benefit stakehold,3
Sunshine Tour hails FBC Zim Open,https://www.theindependent.co.zw/sport/article/200041435/sunshine-tour-hails-fbc-zim-open,Sports,Independent,sunshin tour hail fbc zim open least 144 golfer across globe expect take part tournament includ least 17 local golfer,1
FBC Zim Open in cancer treatment drive,https://www.theindependent.co.zw/sport/article/200041434/fbc-zim-open-in-cancer-treatment-drive,Sports,Independent,fbc zim open cancer treatment drive year countri flagship event alway channel effort toward junior golf develop,1
FBC Zim Open bigger and better,https://www.theindependent.co.zw/sport/article/200041433/fbc-zim-open-bigger-and-better,Sports,Independent,fbc zim open bigger better fourth year row one countri top financi institut retain titl sponsorship event,3
Hollick set to defend FBC Zim Open title,https://www.theindependent.co.zw/sport/article/200041401/hollick-set-to-defend-fbc-zim-open-title,Sports,Independent,hollick set defend fbc zim open titl standout perform seventhplac finish zambia mopani open,1
ZHL delight at Zim Open,https://www.theindependent.co.zw/sport/article/200041176/zhl-delight-at-zim-open,Sports,Independent,zhl delight zim open zhl stranger sponsor sport event countri involv sport genr past,1
Zim juniors eye World Cup qualifier,https://www.theindependent.co.zw/sport/article/200041175/zim-juniors-eye-world-cup-qualifier,Sports,Independent,zim junior eye world cup qualifi total 15 countri take part annual continent championship junior golfer,1
Lady Sables eye  strong Rugby Africa  Cup Qualifiers finish,https://www.theindependent.co.zw/sport/article/200040943/lady-sables-eye-strong-rugby-africa-cup-qualifiers-finish,Sports,Independent,ladi sabl eye strong rugbi africa cup qualifi finish enter tournament rank lowest among four compet nation zimbabw got tournament fli start 468 win host ivori coast,1
FBC Zim Open tees off for charity,https://www.theindependent.co.zw/sport/article/200040906/fbc-zim-open-tees-off-for-charity,Sports,Independent,fbc zim open tee chariti came launch 2025 edit sunshin tour sanction event held royal harar golf club monday,1
FBC Zim Open dreams of DP World Tour,https://www.theindependent.co.zw/sport/article/200040871/fbc-zim-open-dreams-of-dp-world-tour,Sports,Independent,fbc zim open dream dp world tour zoc happi growth tournament sinc relaunch 2010 believ event go attain dp world tour statu,1
The best NBA draft picks ever,https://www.theindependent.co.zw/sport/article/200040940/the-best-nba-draft-picks-ever,Sports,Independent,best nba draft pick ever 5 championship 2 final mvp cement statu alltim great duncan,1
Zim ladies team second at regional tourney,https://www.theindependent.co.zw/sport/article/200040665/zim-ladies-team-second-at-regional-tourney,Sports,Independent,zim ladi team second region tourney zimbabw finish tournament gross total 490 two best score three day 40 stroke behind south africa 450,1
Women’s football in sponsorship adventure,https://www.theindependent.co.zw/sport/article/200040651/womens-football-in-sponsorship-adventure,Sports,Independent,women footbal sponsorship adventur ad hoc committe task promot zwpsl secur sponsorship deal support growth develop women footbal zimbabw,0
All set for Masvingo Golf Tournament,https://www.theindependent.co.zw/sport/article/200040650/all-set-for-masvingo-golf-tournament,Sports,Independent,set masvingo golf tournament competit open men women regist hna make fantast opportun local golfer showcas skill,1
Krog finishes as highest ranked Zim on Sunshine Tour,https://www.theindependent.co.zw/sport/article/200040389/krog-finishes-as-highest-ranked-zim-on-sunshine-tour,Sports,Independent,krog finish highest rank zim sunshin tour secondplac finish season stand shaun norri receiv r200 000 bonu use hyundai tucson one year,1
Shijie Li basks in Mawegu triumph,https://www.theindependent.co.zw/sport/article/200040388/shijie-li-basks-in-mawegu-triumph,Sports,Independent,shiji li bask mawegu triumph li finish second manicaland amateur well matabeleland amateur keegan shutt tournament,1
CBZ boost for Zim chess,https://www.theindependent.co.zw/sport/article/200040371/cbz-boost-for-zim-chess,Sports,Independent,cbz boost zim chess mark third consecut year cbz bank partner zimbabw chess feder zcf titl sponsor,1
Zim crick team set for thrilling winter season,https://www.theindependent.co.zw/sport/article/200040107/zim-crick-team-set-for-thrilling-winter-season,Sports,Independent,zim crick team set thrill winter season triseri sandwich two test match pit chevron protea follow number black cap,1
Chatora takes part in historic South Africa Open in Durban courtesy of Bard Santner’s Golf Challenge,https://www.theindependent.co.zw/sport/article/200040016/chatora-takes-part-in-historic-south-africa-open-in-durban-courtesy-of-bard-santners-golf-challenge,Sports,Independent,chatora take part histor south africa open durban courtesi bard santner golf challeng sinc launch octob 2024 bard santner road sa challeng held,3
Zim ladies set for Southern Region All-Africa Challenge,https://www.theindependent.co.zw/sport/article/200039826/zim-ladies-set-for-southern-region-all-africa-challenge,Sports,Independent,zim ladi set southern region allafrica challeng zimbabw ladi golf union zlgu announc team statement social media platform yesterday,1
ICZ charity golf day heads for Bulawayo,https://www.theindependent.co.zw/sport/article/200039827/icz-charity-golf-day-heads-for-bulawayo,Sports,Independent,icz chariti golf day head bulawayo cure zimbabw first charit children hospit countri 18 bed three oper room outpati clinic,0
Shutt rules the roost at Julius Robinson Golf Tournament,https://www.theindependent.co.zw/sport/article/200039524/shutt-rules-the-roost-at-julius-robinson-golf-tournament,Sports,Independent,shutt rule roost juliu robinson golf tournament tournament play wingat park golf club harar total 120 golfer particip tournament,1
Nomads Mashonaland tees off for impact,https://www.theindependent.co.zw/sport/article/200039523/nomads-mashonaland-tees-off-for-impact,Sports,Independent,nomad mashonaland tee impact 116 player compris 105 mashonaland nomad three prospect seven guest one visit nomad,1
ZimHeart hosts golf fundraiser,https://www.theindependent.co.zw/sport/article/200039510/zimheart-hosts-golf-fundraiser,Sports,Independent,zimheart host golf fundrais golf event schedul take place march 21 2025 chapman golf club,1
Nees challenges Kadewere.,https://www.theindependent.co.zw/sport/article/200039505/nees-challenges-kadewere,Sports,Independent,nee challeng kadewer german coach explain kadewer still plan must prove reclaim place,1
Foreign athletes to dominate Bonaqua Africa Cup line-up,https://www.theindependent.co.zw/sport/article/200039194/foreign-athletes-to-dominate-bonaqua-africa-cup-line-up,Sports,Independent,foreign athlet domin bonaqua africa cup lineup total five athlet regist elit women categori netherland field two competitor,1
Rugby world mourns Jani,https://www.theindependent.co.zw/sport/article/200038909/rugby-world-mourns-jani,Sports,Independent,rugbi world mourn jani death sent shockwav rugbi world tribut pour across nation beyond,1
Makore on cloud 9 with soulful Ariko Wani,https://www.newsday.co.zw/life-amp-style/article/200041346/makore-on-cloud-9-with-soulful-ariko-wani,Arts/Culture/Celebrities,Standard,makor cloud 9 soul ariko wani due econom downturn makor decid dump music take diaspora rout search greener pastur find settl unit kingdom uk,1
"Crowned Miss Nust 2025, Nomqhele has vision beyond crown",https://www.newsday.co.zw/life-amp-style/article/200041348/crowned-miss-nust-2025-nomqhele-has-vision-beyond-crown,Arts/Culture/Celebrities,Standard,crown miss nust 2025 nomqhel vision beyond crown multidimension person captur heart judg audienc alik make win compel inspir,1
Jay-Z's Roc Nation in Harare for musically-backed financial literacy classes,https://www.newsday.co.zw/life-amp-style/article/200041362/jay-zs-roc-nation-in-harare-for-musically-backed-financial-literacy-classes,Arts/Culture/Celebrities,Standard,jayz roc nation harar musicallyback financi literaci class tour alreadi made wave across unit state expand impact zimbabw bring intern flair countri educ landscap,3
All set for 10th European Union Film Festival Zimbabwe,https://www.newsday.co.zw/life-amp-style/article/200041327/all-set-for-10th-european-union-film-festival-zimbabwe,Arts/Culture/Celebrities,Standard,set 10th european union film festiv zimbabw run may 30 june 8 theme mean busi cocur event alex gwaze said,0
Gospel giants vow to support Snowy,https://www.newsday.co.zw/life-amp-style/article/200041326/gospel-giants-vow-to-support-snowy,Arts/Culture/Celebrities,Standard,gospel giant vow support snowi snowi emerg talent gospel musician fellowship harvest hous intern receiv encourag mahender mkokstad,3
Visual artist urges creatives to grab world-class opportunities,https://www.newsday.co.zw/life-amp-style/article/200041290/visual-artist-urges-creatives-to-grab-world-class-opportunities,Arts/Culture/Celebrities,Standard,visual artist urg creativ grab worldclass opportun visual artist claim global fame carv fine art abstract rendit stock bird face head hippo frog,1
Hodzeko Arts and Culture  Association amplifies voives of physically challenged Zimbabwean poets,https://www.newsday.co.zw/life-amp-style/article/200041285/hodzeko-arts-and-culture-association-amplifies-voives-of-physically-challenged-zimbabwean-poets,Arts/Culture/Celebrities,Standard,hodzeko art cultur associ amplifi voiv physic challeng zimbabwean poet poetri power medium selfexpress serv tool artist share stori aspir,1
Takafanana celebrates disability inclusion,https://www.newsday.co.zw/life-amp-style/article/200041268/takafanana-celebrates-disability-inclusion,Arts/Culture/Celebrities,Standard,takafanana celebr disabl inclus hundr music lover stakehold gather wit launch impact anthem,1
Loss of a husband inspires new books,https://www.newsday.co.zw/life-amp-style/article/200041189/loss-of-a-husband-inspires-new-books,Arts/Culture/Celebrities,Standard,loss husband inspir new book five book matibiri said latest public drawn tear although piec felt like search voic life purpos writer,3
Zim Folk Fusion returns for 5th edition,https://www.newsday.co.zw/life-amp-style/article/200041190/zim-folk-fusion-returns-for-5th-edition,Arts/Culture/Celebrities,Standard,zim folk fusion return 5th edit hope masik victor kunonga headlin fifth edit zim folk fusion schedul take place grub restaur pub locat eastlea harar today,1
Free health day for local creatives,https://www.newsday.co.zw/life-amp-style/article/200041127/free-health-day-for-local-creatives,Arts/Culture/Celebrities,Standard,free health day local creativ mutamba said invit three student benzi primari school part outreach programm support marginalis commun,3
Zim Jazzers commemorate Jazz month,https://www.newsday.co.zw/life-amp-style/article/200041041/zim-jazzers-commemorate-jazz-month,Arts/Culture/Celebrities,Standard,zim jazzer commemor jazz month april design jazz appreci month peopl good time commemor divers genr,1
Cubiccky rocks Tsholotsho during independence fete,https://www.newsday.co.zw/life-amp-style/article/200041028/cubiccky-rocks-tsholotsho-during-independence-fete,Arts/Culture/Celebrities,Standard,cubiccki rock tsholotsho independ fete guest honour ceremoni held busi centr minist state provinci affair devolut matabeleland north richard moyo,1
"Marova fuses tradition, innovation in new album",https://www.newsday.co.zw/life-amp-style/article/200040915/marova-fuses-tradition-innovation-in-new-album,Arts/Culture/Celebrities,Standard,marova fuse tradit innov new album result entir new music entiti mbiriano testament cultur conserv artist evolut,1
Karoi musician blasts gospel singers,https://www.newsday.co.zw/life-amp-style/article/200040914/karoi-musician-blasts-gospel-singers,Arts/Culture/Celebrities,Standard,karoi musician blast gospel singer father five firstborn famili two boy two girl,1
Women Outstanding Achievements Award nomination excites Mpofu,https://www.newsday.co.zw/life-amp-style/article/200040856/women-outstanding-achievements-award-nomination-excites-mpofu,Arts/Culture/Celebrities,Standard,women outstand achiev award nomin excit mpofu express excit shock someon saw fit nomin say show peopl appreci littl contribut make,1
Dzingwa electrifies semi-acoustic marimba instrument,https://www.newsday.co.zw/life-amp-style/article/200040855/dzingwa-electrifies-semi-acoustic-marimba-instrument,Arts/Culture/Celebrities,Standard,dzingwa electrifi semiacoust marimba instrument musician retir becom music instrument manufactur usual take sometim reach desir level perfect,1
"Legendary ‘Isidingo’ star Don Mlangeni Nawa, known as Zeb Matabane, has died",https://www.newsday.co.zw/life-amp-style/article/200040839/legendary-isidingo-star-don-mlangeni-nawa-known-as-zeb-matabane-has-died,Arts/Culture/Celebrities,Standard,legendari isidingo star mlangeni nawa known zeb mataban die statement share nawa famili social page reveal veteran actor die wednesday disclos caus death,1
Concertino ace O’Rourke sparkles in Zim collabo,https://www.newsday.co.zw/life-amp-style/article/200040815/concertino-ace-orourke-sparkles-in-zim-collabo,Arts/Culture/Celebrities,Standard,concertino ace rourk sparkl zim collabo rourk provid open act instrument solo song reel quintet fungai tanyaradzwa bless chinogaramomb,1
Producer T Head deserves respect: Artistes,https://www.newsday.co.zw/life-amp-style/article/200040816/producer-t-head-deserves-respect-artistes,Arts/Culture/Celebrities,Standard,produc head deserv respect artist head behind artist like popular chanter templeman ladi squanda level mockeri among other,1
Singer Xantel's song 'Icebo' soars to success,https://www.newsday.co.zw/life-amp-style/article/200040786/singer-xantels-song-icebo-soars-to-success,Arts/Culture/Celebrities,Standard,singer xantel song icebo soar success singer reflect song overwhelm recept express gratitud excit futur music career,1
Sungura star Pinjisi dies,https://www.newsday.co.zw/life-amp-style/article/200040779/sungura-star-pinjisi-dies,Arts/Culture/Celebrities,Standard,sungura star pinjisi die nation art council zimbabw nacz confirm death last night,0
"Cheuka Harare Art Fair, a success beyond comparison",https://www.newsday.co.zw/life-amp-style/article/200040754/cheuka-harare-art-fair-a-success-beyond-comparison,Arts/Culture/Celebrities,Standard,cheuka harar art fair success beyond comparison curat laura fungai ganda inaugur event held harar showground andi miller hall februari 27 march 1 year,1
The rise of Awa Khiwe: The Rap Gandanga of Zim hip-hop,https://www.newsday.co.zw/life-amp-style/article/200040673/the-rise-of-awa-khiwe-the-rap-gandanga-of-zim-hip-hop,Arts/Culture/Celebrities,Standard,rise awa khiw rap gandanga zim hiphop awa khiw stage name awa stand africa women aris power statement mission uplift women fight oppress,1
Digging for Glory: Billionaire’s bold expansion in Africa’s mining Mecca,https://www.newsday.co.zw/life-amp-style/article/200040745/digging-for-glory-billionaires-bold-expansion-in-africas-mining-mecca,Arts/Culture/Celebrities,Standard,dig glori billionair bold expans africa mine mecca global demand critic miner soar green economi pivot toward african soil,3
"Inspired by Dunamis, Ganyani leads Gweru’s call for more films",https://www.newsday.co.zw/life-amp-style/article/200040598/inspired-by-dunamis-ganyani-leads-gwerus-call-for-more-films,Arts/Culture/Celebrities,Standard,inspir dunami ganyani lead gweru call film ganyani said event attract local artist includ bless buzz bee makamu poet aspir actress midland,3
"The US.-China trade war: Market chaos, supply chain risks",https://www.thestandard.co.zw/business/article/200040994/the-us-china-trade-war-market-chaos-supply-chain-risks,Business,Standard,uschina trade war market chao suppli chain risk china retali 125 tariff american good effect freez bilater trade,3
Old Mutual investments into  power projects yields 43MW,https://www.thestandard.co.zw/business/article/200040991/old-mutual-investments-into-power-projects-yields-43mw,Business,Standard,old mutual invest power project yield 43mw zimbabw 1 600mw 1 800mw renew energi gener potenti mostli solar follow wind bioga small hydropow energi,3
Marketing strategy and entrepreneurial competitiveness,https://www.thestandard.co.zw/business/article/200040993/marketing-strategy-and-entrepreneurial-competitiveness,Business,Standard,market strategi entrepreneuri competit one way panafrican entrepreneur construct market strategi put action follow market strateg conceptu step,1
The Highs and Lows of Prateek Suri: How Prateek Suri Became Richest Indian in Africa,https://www.thestandard.co.zw/business/article/200040747/the-highs-and-lows-of-prateek-suri-how-prateek-suri-became-richest-indian-in-africa,Business,Standard,high low prateek suri prateek suri becam richest indian africa perhap greatest asset vision unlik other extract expor,1
Zimbabwe gets huge UNDP boost for renewable energy,https://www.thestandard.co.zw/business/article/200040724/zimbabwe-gets-huge-undp-boost-for-renewable-energy,Business,Standard,zimbabw get huge undp boost renew energi rodriguez said given region climat countri zimbabw offer enorm potenti invest renew energi addit demand energi solut,3
Zimbabwe mulls ‘green’ bond to drive energy projects,https://www.thestandard.co.zw/business/article/200040725/zimbabwe-mulls-green-bond-to-drive-energy-projects,Business,Standard,zimbabw mull green bond drive energi project issu fund constraint topic confer creation special bond includ resolut,0
Gloomy anniversary : US  dollar suffocates the ZiG,https://www.thestandard.co.zw/business/article/200040440/gloomy-anniversary-us-dollar-suffocates-the-zig,Business,Standard,gloomi anniversari us dollar suffoc zig zig use settl mostli minor transact includ util tax payment portion civil servant wage,1
"Over taxation a threat to Zim’s telecoms industry, says deputy minister",https://www.thestandard.co.zw/business/article/200040441/over-taxation-a-threat-to-zims-telecoms-industry-says-deputy-minister,Business,Standard,taxat threat zim telecom industri say deputi minist told standardbusi govern made progress foster competit environ taxat detriment effect sector sustain,3
Zida decries low capital inflows,https://www.thestandard.co.zw/business/article/200040187/zida-decries-low-capital-inflows,Business,Standard,zida decri low capit inflow acknowledg signific barrier attract invest zimbabw neg percept,3
"Commodity trade experts urge government, farmers to collaborate",https://www.thestandard.co.zw/business/article/200040188/commodity-trade-experts-urge-government-farmers-to-collaborate,Business,Standard,commod trade expert urg govern farmer collabor food crop contractor associ chairperson graem murdoc said opportun two side find need creat,3
Digital marketing and entrepreneurship,https://www.thestandard.co.zw/business/article/200039887/digital-marketing-and-entrepreneurship,Business,Standard,digit market entrepreneurship busi understand audienc track convers better make decis base data assist technolog,1
Why Zimbabwe’s big industries are in trouble,https://www.thestandard.co.zw/business/article/200039891/why-zimbabwes-big-industries-are-in-trouble,Business,Standard,zimbabw big industri troubl zimbabw power deficit nearli 1 600 megawatt,0
What’s performing well? Buffett’s Berkshire Hathaway and Gold shine amid uncertainty,https://www.thestandard.co.zw/business/article/200039888/whats-performing-well-buffetts-berkshire-hathaway-and-gold-shine-amid-uncertainty,Business,Standard,perform well buffett berkshir hathaway gold shine amid uncertainti technic mean spx correct territori drop least 10 20 becom bear marker,1
Ipec decries paltry pension contributions,https://www.thestandard.co.zw/business/article/200039892/ipec-decries-paltry-pension-contributions,Business,Standard,ipec decri paltri pension contribut pension receiv littl us60 pension payout despit cost live estim least us500 month,1
Zim local authorities sink  US$1 billion in five years.,https://www.thestandard.co.zw/business/article/200039594/zim-local-authorities-sink-us1-billion-in-five-years,Business,Standard,zim local author sink us1 billion five year starlink roll beta version directtocel system firm plan full rollout global depend success soft launch,1
Zim local authorities sink  US$1 billion in five years,https://www.thestandard.co.zw/business/article/200039593/zim-local-authorities-sink-us1-billion-in-five-years,Business,Standard,zim local author sink us1 billion five year auditor gener offic also regularli flag procur one major sourc revenu leakag local author govern,0
Zimbabwe’s power crisis adds to business’ woes,https://www.thestandard.co.zw/business/article/200039285/zimbabwes-power-crisis-adds-to-business-woes,Business,Standard,zimbabw power crisi add busi woe zesa said would commenc mainten work hwang power station unit 7 begin last sunday march 29,0
Zimbabwe’s platinum production declines by 9%,https://www.thestandard.co.zw/business/article/200039286/zimbabwes-platinum-production-declines-by-9,Business,Standard,zimbabw platinum product declin 9 world thirdlargest platinum produc zimbabw play crucial role global suppli miner,0
Business continuity and entrepreneurship,https://www.thestandard.co.zw/business/article/200039036/business-continuity-and-entrepreneurship,Business,Standard,busi continu entrepreneurship involv tactic maintain commun custom sharehold well safeguard employe inform infrastructur critic resourc,1
TSL’s US$25m deal for Nampak acquisition in advanced stage,https://www.thestandard.co.zw/business/article/200038972/tsls-us25m-deal-for-nampak-acquisition-in-advanced-stage,Business,Standard,tsl us25m deal nampak acquisit advanc stage end period group us1 03 everi dollar shortterm debt leav firm danger close becom illiquid,3
Cross border traders push for affordable licenses,https://www.thestandard.co.zw/business/article/200038973/cross-border-traders-push-for-affordable-licenses,Business,Standard,cross border trader push afford licens organis sinc made sever suggest author implement polici could encourag complianc rather tax evas,0
Diasporans weigh in on escalating Zanu PF infighting over Mnangagwa’s succession,https://www.thestandard.co.zw/business/article/200038984/diasporans-weigh-in-on-escalating-zanu-pf-infighting-over-mnangagwas-succession,Business,Standard,diasporan weigh escal zanu pf infight mnangagwa success outspoken zanu pf central committe member bless geza war veteran went far call mnangagwa step,1
Zida courts investors to tackle power deficit,https://www.thestandard.co.zw/business/article/200038681/zida-courts-investors-to-tackle-power-deficit,Business,Standard,zida court investor tackl power deficit countri weak energi gener due lack capit cumbersom regulatori process climat chang,1
TIMB sets new pricing model ahead of tobacco selling season,https://www.thestandard.co.zw/business/article/200038682/timb-sets-new-pricing-model-ahead-of-tobacco-selling-season,Business,Standard,timb set new price model ahead tobacco sell season past tobacco farmer face mani challeng delay payment price volatil illicit trade,1
Business development and entrepreneurship,https://www.thestandard.co.zw/business/article/200038683/business-development-and-entrepreneurship,Business,Standard,busi develop entrepreneurship strategi outlin object target audienc compani reach whether advertis new product develop,0
Navigating investment avenues: The Nasdaq performance over two decades and opportunities for Zim investors,https://www.thestandard.co.zw/business/article/200038684/navigating-investment-avenues-the-nasdaq-performance-over-two-decades-and-opportunities-for-zim-investors,Business,Standard,navig invest avenu nasdaq perform two decad opportun zim investor past two decad nasdaq100 index demonstr impress growth albeit period volatil,3
Zapu to ‘recall’  Zanu PF ministers,https://www.thestandard.co.zw/politics/article/161093/zapu-to-recall-zanu-pf-ministers,Politics,Standard,zapu recal zanu pf minist nizbert moyo opposit parti zapu say week write parliament seek recal former member part rule zanu pf iphuthil maphosa zapu spokesperson said decis taken special meet parti nation peopl council held bulawayo yesterday former zapu,3
Zapu to ‘recall’  Zanu PF ministers,https://www.thestandard.co.zw/politics/article/161091/zapu-to-recall-zanu-pf-ministers,Politics,Standard,zapu recal zanu pf minist nizbert moyo opposit parti zapu say week write parliament seek recal former member part rule zanu pf iphuthil maphosa zapu spokesperson said decis taken special meet parti nation peopl council held bulawayo yesterday former zapu,3
Khupe gets millions from govt purse,https://www.thestandard.co.zw/politics/article/169509/khupe-gets-millions-from-govt-purse,Politics,Standard,khupe get million govt purs govern friday gave mdct leader thokozani khupe 74 million insist legitim leader main opposit parliament despit ongo court disput statu emerg,1
Govt blames Gukurahundi victims documentation delays on Covid-19,https://www.thestandard.co.zw/politics/article/169526/govt-blames-gukurahundi-victims-documentation-delays-on-covid-19,Politics,Standard,govt blame gukurahundi victim document delay covid19 document victim gukurahundi affect current lockdown measur implement stop spread covid19 home affair cultur heritag minist kazemb kazemb said,3
Chamisa speaks on ‘next steps’,https://www.thestandard.co.zw/politics/article/169533/chamisa-speaks-on-next-steps,Politics,Standard,chamisa speak next step mdc allianc leader nelson chamisa today speak direct parti take wake fierc battl control countri main opposit parti,1
Mnangagwa wants to kill me: Moyo,https://www.thestandard.co.zw/politics/article/169554/mnangagwa-wants-to-kill-me-moyo,Politics,Standard,mnangagwa want kill moyo exil former higher educ minist jonathan moyo claim presid emmerson mnangagwa tri assassin evid prove,1
"Biti, Karenyi – More freed on bail",https://www.thestandard.co.zw/politics/article/170296/biti-karenyi-8211-more-freed-on-bail,Politics,Standard,biti karenyi freed bail mdc allianc vice presid tendai biti lynnett karenyikor parti leader arrest morgan tsvangirai hous friday grant 1000 bail,1
"I’m living in fear of SB Moyo, Mutsvangwa, says Energy Mutodi",https://www.thestandard.co.zw/politics/article/170882/i8217m-living-in-fear-of-sb-moyo-mutsvangwa-says-energy-mutodi,Politics,Standard,live fear sb moyo mutsvangwa say energi mutodi tiff presid emmerson mnangagwa minist spark tanzania respons coronaviru outbreak escal wednesday inform deputi minist energi mutodi say live fear foreign affair minist sibusiso moyo,1
The recall of MDC-A MPs: Trial balloon or whistle-stopping acts?,https://www.thestandard.co.zw/politics/article/171013/the-recall-of-mdc-a-mps-trial-balloon-or-whistle-stopping-acts,Politics,Standard,recal mdca mp trial balloon whistlestop act suprem court mdct presidenti legitimaci brought fore issu appoint key figur parliament zimbabw anticorrupt commiss mdct nation execut,3
Chamisa vows to fight back after legislators’ recall,https://www.thestandard.co.zw/politics/article/171016/chamisa-vows-to-fight-back-after-legislators8217-recall,Politics,Standard,chamisa vow fight back legisl recal mdc allianc leader nelson chamisa vow fight back rival recal four legisl parliament tuesday develop pose threat futur zimbabw largest opposit parti,0
Chamisa’s Independence Day address in full: Fulfilling the democratic transformation promise,https://www.thestandard.co.zw/politics/article/171464/chamisas-independence-day-address-in-full-fulfilling-the-democratic-transformation-promise,Politics,Standard,chamisa independ day address full fulfil democrat transform promis happi independ day fellow zimbabwean wherev whatev polit affili station life,0
The cat is out of the bag for the United States’ Joe Biden,https://www.thestandard.co.zw/politics/article/171949/the-cat-is-out-of-the-bag-for-the-united-states-joe-biden,Politics,Standard,cat bag unit state joe biden intern day elimin racial discrimin celebr march,0
Fisherman drowns,https://www.thestandard.co.zw/politics/article/172065/fisherman-drowns,Politics,Standard,fisherman drown fisherman drown dam anoth one maul crocodil fish madziva mt darwin last week,1
Top MDC official recounts prison ‘hell’,https://www.thestandard.co.zw/politics/article/172066/top-mdc-official-recounts-prison-hell,Politics,Standard,top mdc offici recount prison hell top mdc offici incarcer togeth 11 parti youth connect protest chitungwiza last month describ condit held hell,1
Reprieve for death row prisoners,https://www.thestandard.co.zw/politics/article/172068/reprieve-for-death-row-prisoners,Politics,Standard,repriev death row prison presid emmerson mnangagwa commut death sentenc life imprison prison death row least 10 year,1
Covid-19: Chamisa preaches unity,https://www.thestandard.co.zw/politics/article/172070/covid-19-chamisa-preaches-unity,Politics,Standard,covid19 chamisa preach uniti mdc leader nelson chamisa believ outbreak coronaviru give zimbabwean opportun buri differ fight pandem,1
